"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.doNotRedirect","Answer.surveycode","Approve","Reject"
"3T8DUCXY0N6JTAM1GYT9KJJARIXT99","3A16Z7407WLCBL2L0L34ZJKEF0DOJS","Opinion Survey","Give us your opinion about artificial intelligence","survey, AI, artificial intelligence, research","$0.30","Sat Mar 31 15:04:10 PDT 2018","278","BatchId:3176019;OriginalHitTemplateId:920937340;","1800","259200","Sat Apr 07 20:57:52 PDT 2018","","","304SM51WA344ONMDFK7HQ4E1GVEBSF","A3F51C49T9A34D","Submitted","Sat Mar 31 15:04:35 PDT 2018","Sat Mar 31 15:09:35 PDT 2018","Tue Apr 03 15:09:35 PDT 2018","","","","300","0% (0/0)","0% (0/0)","0% (0/0)","","2662530"
"3T8DUCXY0N6JTAM1GYT9KJJARIXT99","3A16Z7407WLCBL2L0L34ZJKEF0DOJS","Opinion Survey","Give us your opinion about artificial intelligence","survey, AI, artificial intelligence, research","$0.30","Sat Mar 31 15:04:10 PDT 2018","278","BatchId:3176019;OriginalHitTemplateId:920937340;","1800","259200","Sat Apr 07 20:57:52 PDT 2018","","","308Q0PEVB8DW6G4KCOZ7VWDOJZC9II","A2PWE9TKEM99BA","Submitted","Sat Mar 31 21:13:40 PDT 2018","Sat Mar 31 21:16:03 PDT 2018","Tue Apr 03 21:16:03 PDT 2018","","","","143","0% (0/0)","0% (0/0)","0% (0/0)","","1210860"
"3T8DUCXY0N6JTAM1GYT9KJJARIXT99","3A16Z7407WLCBL2L0L34ZJKEF0DOJS","Opinion Survey","Give us your opinion about artificial intelligence","survey, AI, artificial intelligence, research","$0.30","Sat Mar 31 15:04:10 PDT 2018","278","BatchId:3176019;OriginalHitTemplateId:920937340;","1800","259200","Sat Apr 07 20:57:52 PDT 2018","","","30BUDKLTXDV1PO0MDFWZY1AU59TE5S","ADVCIFLB5A9B","Rejected","Sat Mar 31 15:29:21 PDT 2018","Sat Mar 31 15:31:42 PDT 2018","Tue Apr 03 15:31:42 PDT 2018","","Sat Mar 31 20:57:51 PDT 2018","x","141","0% (0/1)","0% (0/1)","0% (0/1)","","9135618"
"3T8DUCXY0N6JTAM1GYT9KJJARIXT99","3A16Z7407WLCBL2L0L34ZJKEF0DOJS","Opinion Survey","Give us your opinion about artificial intelligence","survey, AI, artificial intelligence, research","$0.30","Sat Mar 31 15:04:10 PDT 2018","278","BatchId:3176019;OriginalHitTemplateId:920937340;","1800","259200","Sat Apr 07 20:57:52 PDT 2018","","","30BXRYBRP4X7MH68ZHRE94KKHM2HW5","A3N5GS22ZSVFS1","Submitted","Sat Mar 31 16:36:38 PDT 2018","Sat Mar 31 16:38:31 PDT 2018","Tue Apr 03 16:38:31 PDT 2018","","","","113","0% (0/0)","0% (0/0)","0% (0/0)","","5238133"
"3T8DUCXY0N6JTAM1GYT9KJJARIXT99","3A16Z7407WLCBL2L0L34ZJKEF0DOJS","Opinion Survey","Give us your opinion about artificial intelligence","survey, AI, artificial intelligence, research","$0.30","Sat Mar 31 15:04:10 PDT 2018","278","BatchId:3176019;OriginalHitTemplateId:920937340;","1800","259200","Sat Apr 07 20:57:52 PDT 2018","","","30BXRYBRP4X7MH68ZHRE94KKHMSWHA","A38Z7Q3V5E2Q70","Submitted","Sat Mar 31 15:44:15 PDT 2018","Sat Mar 31 15:52:52 PDT 2018","Tue Apr 03 15:52:52 PDT 2018","","","","517","0% (0/0)","0% (0/0)","0% (0/0)","","3566542"
"3T8DUCXY0N6JTAM1GYT9KJJARIXT99","3A16Z7407WLCBL2L0L34ZJKEF0DOJS","Opinion Survey","Give us your opinion about artificial intelligence","survey, AI, artificial intelligence, research","$0.30","Sat Mar 31 15:04:10 PDT 2018","278","BatchId:3176019;OriginalHitTemplateId:920937340;","1800","259200","Sat Apr 07 20:57:52 PDT 2018","","","30IQTZXKAK6B0H52BEGF5VZA46OX0S","A2MCRVU8I9VNHG","Submitted","Sat Mar 31 15:15:56 PDT 2018","Sat Mar 31 15:17:55 PDT 2018","Tue Apr 03 15:17:55 PDT 2018","","","","119","0% (0/0)","0% (0/0)","0% (0/0)","","3692876"
"3T8DUCXY0N6JTAM1GYT9KJJARIXT99","3A16Z7407WLCBL2L0L34ZJKEF0DOJS","Opinion Survey","Give us your opinion about artificial intelligence","survey, AI, artificial intelligence, research","$0.30","Sat Mar 31 15:04:10 PDT 2018","278","BatchId:3176019;OriginalHitTemplateId:920937340;","1800","259200","Sat Apr 07 20:57:52 PDT 2018","","","30LB5CDZNCA05C5HCW402GFLC7PZ0W","A3531V81TBNQBL","Submitted","Sat Mar 31 15:24:57 PDT 2018","Sat Mar 31 15:28:29 PDT 2018","Tue Apr 03 15:28:29 PDT 2018","","","","212","0% (0/0)","0% (0/0)","0% (0/0)","","4898950"
"3T8DUCXY0N6JTAM1GYT9KJJARIXT99","3A16Z7407WLCBL2L0L34ZJKEF0DOJS","Opinion Survey","Give us your opinion about artificial intelligence","survey, AI, artificial intelligence, research","$0.30","Sat Mar 31 15:04:10 PDT 2018","278","BatchId:3176019;OriginalHitTemplateId:920937340;","1800","259200","Sat Apr 07 20:57:52 PDT 2018","","","30LB5CDZNCA05C5HCW402GFLC7WZ03","A1WCD91LFG8BQX","Submitted","Sat Mar 31 15:53:54 PDT 2018","Sat Mar 31 15:57:58 PDT 2018","Tue Apr 03 15:57:58 PDT 2018","","","","244","0% (0/0)","0% (0/0)","0% (0/0)","","6231858"
"3T8DUCXY0N6JTAM1GYT9KJJARIXT99","3A16Z7407WLCBL2L0L34ZJKEF0DOJS","Opinion Survey","Give us your opinion about artificial intelligence","survey, AI, artificial intelligence, research","$0.30","Sat Mar 31 15:04:10 PDT 2018","278","BatchId:3176019;OriginalHitTemplateId:920937340;","1800","259200","Sat Apr 07 20:57:52 PDT 2018","","","30OG32W0SUB5FD6SHFSLSIAGWTMEN9","A2SY2N44N1RWVA","Submitted","Sat Mar 31 15:10:02 PDT 2018","Sat Mar 31 15:15:19 PDT 2018","Tue Apr 03 15:15:19 PDT 2018","","","","317","0% (0/0)","0% (0/0)","0% (0/0)","","8099770"
"3T8DUCXY0N6JTAM1GYT9KJJARIXT99","3A16Z7407WLCBL2L0L34ZJKEF0DOJS","Opinion Survey","Give us your opinion about artificial intelligence","survey, AI, artificial intelligence, research","$0.30","Sat Mar 31 15:04:10 PDT 2018","278","BatchId:3176019;OriginalHitTemplateId:920937340;","1800","259200","Sat Apr 07 20:57:52 PDT 2018","","","30X31N5D63QZ5DHL967LVTUVYE2ASU","A2QMHQXR8K4VJ2","Submitted","Sat Mar 31 15:25:00 PDT 2018","Sat Mar 31 15:26:34 PDT 2018","Tue Apr 03 15:26:34 PDT 2018","","","","94","0% (0/0)","0% (0/0)","0% (0/0)","","8742332"
